icao,le_ident,he_ident,le_lat,le_lon,he_lat,he_lon,le_displaced_ft,he_displaced_ft
YDME,09,27,-30.40092388,119.8233421,-30.40166021,119.83558154,,
YDMF,1,19,-29.67139793,119.29132285,-29.660974,119.293274,,
YDMG,12,30,-17.93324733,138.80778315,-17.94077343,138.82128262,,
YDMN,12,30,-13.74738466,130.68939639,-13.75249864,130.69840251,,
YDMR,08,26,-15.62149541,131.64111871,-15.625816,131.656358,,
YDNB,02,20,-22.06146012,146.23715838,-22.05115484,146.24290157,,
YDNI,10,28,-9.57841135,143.77811177,-9.57993888,143.78240526,,
YDNK,8,26,-32.88248409,143.57650317,-32.88089853,143.59010954,,
YDNV,01,19,-28.09504422,144.36458524,-28.08749723,144.36549948,,
YDNV,05,23,-28.09356464,144.36525429,-28.08886289,144.37391063,,
YDNV,09,27,-28.0943263,144.36507931,-28.09485083,144.37505911,,
YDOC,18,36,-32.64447491,151.2098828,-32.65430719,151.20830649,,
YDOD,09,27,-36.359669,143.004619,-36.361056,143.017497,,
YDOD,18,36,-36.360814,143.007425,-36.368069,143.006228,,
YDON,06,24,-31.17161763,117.04249433,-31.16751822,117.05258426,,
YDOO,03,21,-18.71304768,140.55042,-18.70435486,140.55788388,,
YDOP,11,29,-19.60018409,146.83900377,-19.60397265,146.84748477,,
YDOR,14,32,-16.54834341,141.8187423,-16.55904896,141.8287439,,
YDPD,03,21,-24.14864395,141.10855417,-24.14264636,141.11516635,,
YDPD,14,32,-24.14356002,141.1066447,-24.15072416,141.1111157,,
YDPO,06,24,-41.16973213,146.41913173,-41.16573933,146.44045262,,
YDPO,14,32,-41.16567264,146.42858283,-41.17293036,146.43283117,,
YDPR,12,30,-22.61429129,135.19571965,-22.61786664,135.20169748,,
YDPT,05,23,-31.57673263,125.18208577,-31.57069627,125.1925821,,
YDPT,15,33,-31.57427895,125.18483862,-31.57838863,125.18743384,,
YDPW,07,25,-24.29927535,134.1377958,-24.29680852,134.14664868,,
YDRA,18,36,-29.29249216,114.927392,-29.3038827,114.92739884,,
YDRC,11,29,-25.26725785,115.86311799,-25.27044806,115.87115244,,
YDRC,13,31,-25.26723318,115.86711168,-25.27070805,115.87091022,,
YDRD,05,23,-15.71727867,126.37682481,-15.70944361,126.38585484,,
YDRG,2,20,-23.74554593,149.66138332,-23.73124881,149.66730165,,
YDRH,07,25,-27.07700114,141.89487671,-27.07562239,141.9049138,,
YDRH,2,20,-27.0784455,141.89747405,-27.06950954,141.90146861,,
YDRI,01,19,-25.68800714,140.2270526,-25.67887102,140.2290544,,
YDRI,05,23,-25.68977694,140.22198216,-25.68586411,140.22702835,,
YDRL,17,35,-26.43325586,133.25982,-26.44158712,133.26100212,,
YDRL,7,25,-26.4375407,133.25225353,-26.43488897,133.26530203,,
YDUM,9,27,-33.32289513,117.73899214,-33.32289513,117.74956218,,
YDUN,15,33,-27.51534345,153.4261107,-27.5226685,153.42910387,,
YDVE,15,33,-32.27533022,116.53304106,-32.28260148,116.53831138,,
YDVR,09,27,-24.85954219,129.11456638,-24.8596246,129.1294353,,
YDWF,09,27,-15.74680371,131.91252775,-15.746691,131.923711,,
YDWU,14,32,-30.1940557,116.64993924,-30.20305869,116.6586582,,
YDYD,13,31,-22.0702544,135.33558254,-22.07985583,135.34608818,,
YDYS,14,32,-22.6167092,148.35903341,-22.62831349,148.36745251,,
YECH,17,35,-36.15780648,144.76194107,-36.16906209,144.76230748,,
YECH,5,23,-36.15793558,144.7587584,-36.15552818,144.76359356,,
YECL,12,30,-31.70440371,128.8738528,-31.7093028,128.88087838,,
YECL,17,35,-31.69972454,128.87582337,-31.71103786,128.87807731,,
YECL,3,21,-31.70999891,128.87441574,-31.70345894,128.8800389,,
YECL,8,26,-31.70771949,128.8662887,-31.70690405,128.87960626,,
YEDA,09,27,-28.74047342,138.58279743,-28.74201415,138.59579657,,
YEDA,17,35,-28.73529144,138.58822022,-28.74593854,138.58982618,,
YEDE,08,26,-37.01654684,141.26191714,-37.01612597,141.26855122,,
YEDE,18,36,-37.01556761,141.26762392,-37.0245187,141.26624853,,
YEDM,14,32,-23.76268413,116.09433235,-23.77072476,116.10125523,,
YEDM,4L,22R,-23.77370386,116.09368932,-23.76078,116.107759,,
YEDM,4R,22L,-23.76688427,116.11946222,-23.76226804,116.12430842,,
YEEB,03,21,-29.83785775,115.24241343,-29.82760759,115.2500927,,
YEES,10,28,-32.59885633,151.33817371,-32.59967796,151.34313614,,
YEES,10R,28L,-32.59924383,151.33631437,-32.60043439,151.34343568,,
YEGA,05,23,-29.31406398,145.85272606,-29.3077119,145.86273053,,
YEIN,17,35,-18.49802923,144.09301208,-18.50908344,144.09437732,,
YEJI,08,26,-30.77150602,120.30239158,-30.7684135,120.32188701,,
YELD,10,28,-12.01807386,135.56827417,-12.02031251,135.58129463,,
YELE,12,30,-26.3646935,118.03461488,-26.370587,118.044745,,
YELK,13,31,-21.16776281,135.43959548,-21.176201,135.447804,,
YELL,14,32,-17.52192414,133.52623971,-17.53139786,133.53286047,,
YELM,02,20,-36.4959191,144.64338281,-36.48712602,144.64855639,,
YELN,18,36,-33.63362398,134.90072378,-33.64440304,134.89853731,,
YEMG,18,36,-26.69760403,143.26319058,-26.71102638,143.26134575,,
YEMJ,01,19,-28.63269971,132.2032329,-28.61847529,132.2080331,,
YEML,06,24,-23.57219642,148.17111363,-23.56647105,148.18863568,,
YEML,15,33,-23.56483925,148.1748144,-23.56972166,148.17773353,,
YEMP,17,35,-23.25189208,150.81390183,-23.25788963,150.81484199,,
YEPL,4,22,-28.30353944,141.22717062,-28.296866,141.233545,,
YEPR,17,35,-20.44153725,135.24860183,-20.454338,135.251042,,
YEQO,14,32,-15.99505111,127.97008933,-16.00412508,127.97823164,,
YERA,10,28,-25.49409531,117.16633289,-25.49589339,117.17483485,,
YERA,3,21,-25.50243824,117.17062751,-25.49665029,117.17521327,,
YERH,1,19,-25.62274502,121.57699656,-25.61083357,121.58057728,,
YERH,11,29,-25.61946374,121.57630959,-25.62237579,121.58334747,,
YERH,16,34,-25.61297665,121.57696806,-25.62463962,121.58068559,,
YERL,09,27,-25.20576678,133.24831056,-25.2063741,133.26066466,,
YERN,05,23,-26.26827351,132.17096082,-26.26193572,132.18185392,,
YERO,15,33,-25.55546786,116.65718875,-25.56448853,116.66284606,,
YERU,06,24,-31.43485647,139.4275611,-31.43046431,139.4393703,,
YERU,14,32,-31.42949758,139.42790056,-31.43654207,139.43458645,,
YESC,17,35,-17.72105879,139.41516208,-17.732067,139.415609,,
YESE,14,32,-20.96566639,140.99793322,-20.98282381,141.01167113,,
YESP,03,21,-33.68910838,121.82108848,-33.67978754,121.82713357,,
YESP,11,29,-33.67926773,121.81275972,-33.68505069,121.83092091,,
YEUA,01,19,-36.74710475,145.51055022,-36.73827109,145.51491455,,
YEUD,10,28,-24.44194272,115.60322169,-24.44317514,115.61032343,,
YEUO,04,22,-28.17298215,145.03606607,-28.16400112,145.04746317,,
YEVA,16,34,-17.99670667,134.86167101,-18.00403767,134.86426601,,
YEVD,18,36,-29.09381728,153.42028909,-29.10547378,153.41867945,,
YEVP,10,28,-27.03684363,132.68221773,-27.04123171,132.69557271,,
YEWO,01,19,-30.24058837,147.51532517,-30.23196749,147.51805307,,
YEWO,10,28,-30.23459806,147.51426727,-30.23623033,147.52314042,,
YEXM,02,20,-22.04775795,114.10041138,-22.03578837,114.10423896,,
YEYD,07,25,-28.2044709,134.48838632,-28.2001531,134.50441168,,
YFBS,09,27,-33.36178624,147.9212047,-33.36353864,147.93424121,,
YFCU,13,31,-21.28672975,116.12911106,-21.29296644,116.13555234,,
YFDF,12,30,-22.28543746,119.4291634,-22.29708183,119.44763289,,
YFDN,02,20,-35.01554723,147.37235881,-35.00970621,147.37548346,,
YFFT,15,33,-33.8436938,138.77490405,-33.84947,138.778368,,
YFFT,2,20,-33.84728787,138.77375156,-33.84382164,138.77604617,,
YFIL,06,24,-35.66058025,145.55766447,-35.65661413,145.5660717,,
YFLI,05,23,-40.09446049,147.99316812,-40.08982297,148.00417218,,
YFLI,14,32,-40.08287905,147.98280308,-40.09535497,147.9947427,,
YFLO,8,26,-18.29822453,128.44988903,-18.29743016,128.46311654,,
YFLS,01,19,-33.73313978,134.50057304,-33.72543088,134.50266194,,
YFNE,15,33,-25.58954613,134.58084942,-25.59853975,134.58545507,,
YFOR,08,26,-25.33811843,118.37030446,-25.33789028,118.38619662,,
YFRD,01,19,-31.22105939,139.78116872,-31.21566318,139.78242498,,
YFRD,08,26,-31.22034383,139.77906733,-31.21988508,139.78401054,,
YFRG,17,35,-26.76852464,132.01746421,-26.77979609,132.01807063,,
YFRI,11,29,-41.99767301,148.25174828,-42.00107099,148.26341563,,
YFRK,05,23,-34.42394603,117.01735441,-34.41778736,117.0267774,,
YFRT,09,27,-30.83648985,128.10970264,-30.83727937,128.12377987,,
YFRT,18,36,-30.83268309,128.1128211,-30.84640695,128.11291595,,
YFRV,14,32,-15.16064634,127.83652796,-15.16894479,127.84377627,,
YFSA,9,27,-18.58573852,143.56056379,-18.58745909,143.57180881,,
YFSK,09,27,-37.67734112,144.2164643,-37.67823003,144.225256,,
YFTA,15,33,-32.57652385,119.70328101,-32.5878529,119.7125492,,
YFTN,01,19,-29.90979449,139.47467414,-29.89950102,139.47665041,,
YFTN,14,32,-29.9042505,139.47328081,-29.91036195,139.4777172,,
YFTZ,01,19,-18.18915833,125.55796663,-18.17794933,125.56162329,,
YFWY,08,26,-13.98155382,127.17377541,-13.98034231,127.18248684,,
YGAD,05,23,-32.24230512,115.68335541,-32.23947068,115.68676674,,
YGAM,8,26,-16.54450526,143.6625965,-16.54338926,143.6741805,,
YGAN,12,30,-13.04374677,135.9471151,-13.05239426,135.95986796,,
YGAR,17,35,-23.78841849,113.52753811,-23.79491839,113.5285137,,
YGAR,2,20,-23.79471599,113.52841887,-23.78730074,113.53240824,,
YGAS,02,20,-27.59291499,152.25582921,-27.5864659,152.25827606,,
YGAW,13,31,-34.59374742,138.71229461,-34.60147554,138.72056622,,
YGAW,5,23,-34.60149806,138.71661251,-34.59556659,138.72625049,,
YGAY,06,24,-25.61812758,151.61516363,-25.61335753,151.6266122,,
YGBI,10,28,-11.64927152,133.36871383,-11.6513858,133.38135635,,
YGBO,07,25,-37.56678861,149.90789969,-37.56501344,149.91456202,,
YGBW,14,32,-35.96337715,144.37801069,-35.96863639,144.38327077,,
YGCR,17,35,-32.05064399,151.97611212,-32.05639728,151.97622113,,
YGDA,12,30,-29.06981119,147.38087364,-29.07580822,147.38876141,,
YGDH,11,29,-30.9535859,150.24059987,-30.96159519,150.25508121,,
YGDH,17,35,-30.95519539,150.25096251,-30.96027458,150.25068112,,
YGDI,04,22,-28.52701836,150.31555775,-28.51803716,150.32474539,,
YGDI,12,30,-28.52073947,150.31785231,-28.52547743,150.32392834,,
YGDO,09,27,-35.05455377,149.25561173,-35.05527548,149.2600972,,
YGDO,18,36,-35.04520649,149.2567985,-35.05492924,149.2550934,,
YGDR,14,32,-23.29143234,134.4381675,-23.29896697,134.44478714,,
YGDS,17,35,-18.62186817,139.2324331,-18.63435544,139.23451551,,
YGDV,6,24,-20.25062042,142.43616259,-20.24752568,142.44335146,,
YGEL,08,26,-28.78795196,114.69952394,-28.78647435,114.70859948,,
YGEL,14,32,-28.78807358,114.70045342,-28.79412933,114.70570353,,
YGFN,18,36,-29.74712267,153.03203664,-29.76248561,153.03043863,,
YGGE,11,29,-28.76142345,116.96502854,-28.76700894,116.977825,,
YGGI,3,21,-34.00051704,145.71318224,-33.99176446,145.71945802,,
YGGL,11,29,-14.84991446,143.2698177,-14.85470237,143.28258834,,
YGGO,12,30,-31.31495638,150.91287037,-31.31910997,150.92091107,,
YGGS,08,26,-19.71006935,144.36819343,-19.7098607,144.37766826,,
YGHG,1,19,-18.25189089,145.12506956,-18.2445,145.127244,,
YGIB,07,25,-16.41986404,126.4402956,-16.41733482,126.45130379,,
YGID,6,24,-27.27417159,119.39130926,-27.26816581,119.4090676,,
YGIF,13,31,-24.04418344,116.21422176,-24.04991224,116.22055352,,
YGIG,08,26,-31.46660548,115.85328914,-31.46212935,115.87276356,,
YGIL,08,26,-31.69696468,148.63414805,-31.69729,148.64025947,,
YGIL,15,33,-31.69132316,148.63430045,-31.70172111,148.6382194,,
YGIR,2,20,-22.68303492,114.36924125,-22.67458162,114.37420322,,
YGKL,12,30,-23.18198143,150.93792726,-23.18658196,150.94449212,,
YGLA,10,28,-23.86672109,151.21644775,-23.87268678,151.23412035,,
YGLB,04,22,-34.8132015,149.72170024,-34.80541364,149.73205246,,
YGLB,08,26,-34.80964956,149.72733749,-34.80987531,149.73470807,,
YGLD,16,34,-30.97680014,135.7760602,-30.9874208,135.77991629,,
YGLE,15,33,-24.79420401,139.59436536,-24.80429578,139.59959185,,
YGLI,10,28,-29.67389286,151.68245647,-29.67684452,151.69439044,,
YGLI,14,32,-29.66703303,151.68618052,-29.67921386,151.69294865,,
YGLO,16,34,-22.88273647,138.82007409,-22.89462141,138.82298917,,
YGLO,8,26,-22.88956018,138.81829493,-22.88873576,138.82496975,,
YGLS,15,33,-25.0364716,128.28746185,-25.04583926,128.29793945,,
YGMD,8,26,-12.0956667,133.67642188,-12.0948527,133.68416088,,
YGMP,6,24,-37.05068483,142.26420858,-37.04526162,142.27661969,,
YGNF,18,36,-33.86724103,148.05746669,-33.87624409,148.05590616,,
YGNV,13,31,-18.99262285,145.00971044,-19.00026994,145.01730249,,
YGNW,12,30,-33.97460561,118.00559921,-33.98171982,118.01940893,,
YGON,08,26,-19.77260973,139.39861707,-19.77263358,139.40978639,,
YGPI,8,26,-23.29119818,119.14040448,-23.289723,119.1574,,
YGPT,04,22,-11.40410782,130.42157475,-11.39522269,130.42959103,,
YGRL,08,26,-37.84197924,147.99661143,-37.84277843,148.00994637,,
YGRL,13,31,-37.84069617,147.99862556,-37.8455261,148.00303022,,
YGRU,03,21,-18.08215652,145.40305338,-18.07415539,145.41031585,,
YGSC,13,31,-25.05109391,115.19813785,-25.05817779,115.20711436,,
YGTE,10,28,-13.97102835,136.44988055,-13.97375145,136.46727962,,
YGTH,06,24,-34.25722274,146.05183351,-34.2509224,146.06869183,,
YGTH,18,36,-34.24657546,146.06855383,-34.25191573,146.0675883,,
YGTN,06,24,-18.30504811,143.52589617,-18.30037381,143.53572363,,
YGTO,06L,24R,-41.07977916,146.83380742,-41.07891289,146.84027267,,
YGTO,06R,24L,-41.08023606,146.83335782,-41.07865473,146.84513487,,
YGTO,10,28,-41.07436149,146.83455145,-41.07665516,146.84029774,,
YGTO,13,31,-41.07548103,146.83676037,-41.07807579,146.83970967,,
YGUL,09,27,-28.64586998,116.30465998,-28.64666823,116.31518352,,
YGUW,15,33,-17.94689243,145.16387018,-17.95447957,145.16727196,,
YGWA,01,19,-35.48557525,138.74241038,-35.47425904,138.7463794,,
YGWA,09,27,-35.47862982,138.74224078,-35.47968247,138.74945396,,
YGWA,16,34,-35.47252207,138.7462919,-35.48101165,138.74857825,,
YGWD,09,27,-25.18249817,142.682404,-25.18242459,142.68878566,,
YGWD,15,33,-25.18374554,142.6886009,-25.18951782,142.69184822,,
YGWD,17,35,-25.18158995,142.68858758,-25.19481659,142.68891672,,
YGYM,03,21,-26.28831909,152.6977243,-26.28242975,152.70230097,,
YGYM,14,32,-26.28467999,152.69931567,-26.29466912,152.70611799,,
YHAA,12,30,-23.44840447,131.84626382,-23.45577126,131.85786001,,
YHAB,15,33,-20.10108725,148.44447315,-20.10552411,148.4468021,,
YHAE,08,26,-34.56289046,148.38815961,-34.56265421,148.3986264,,
YHAG,08,26,-31.00666832,126.07070781,-31.00613397,126.08383021,,
YHAW,18,36,-31.84929351,138.46838063,-31.86028174,138.46773355,,
YHAY,04,22,-34.53737779,144.82397131,-34.52785542,144.83493659,,
YHAY,15,33,-34.52380215,144.82701321,-34.53318564,144.83240691,,
YHBA,11,29,-25.31558096,152.87152291,-25.32423037,152.88895771,,
YHBK,04,22,-35.68251068,147.31832025,-35.6775935,147.32664606,,
YHBK,14,32,-35.67700815,147.31965688,-35.6821433,147.3242247,,
YHBR,9,27,-16.48948406,130.6247343,-16.48962616,130.63633218,,
YHBY,11,29,-24.58220918,133.23111813,-24.58553644,133.2397632,,
YHDD,9,27,-15.21884154,134.0681695,-15.22024635,134.07768366,,
YHDY,17,35,-21.30873307,138.29547008,-21.324573,138.296148,,
YHDY,8,26,-21.32169821,138.29201548,-21.32041022,138.30252225,,
YHEC,10,28,-27.76581957,153.33368944,-27.76801472,153.34054259,,
YHEC,18,36,-27.76445738,153.34001472,-27.76975641,153.3390115,,
YHEG,9,27,-17.45533402,138.3425578,-17.45570777,138.3562594,,
YHEW,07,25,-23.22677674,150.59629242,-23.22506315,150.60521829,,
YHEW,17,35,-23.21530672,150.60267521,-23.22503677,150.6033636,,
YHGR,13,31,-24.44162633,133.70137712,-24.45140376,133.71073106,,
YHGS,09,27,-30.71592704,129.50183376,-30.71727681,129.51429688,,
YHHY,11,29,-16.42172151,143.14103634,-16.42634927,143.14982445,,
YHID,08,26,-10.58666237,142.28124325,-10.58552177,142.29387999,,
YHID,14,32,-10.5809787,142.28879059,-10.58951002,142.29606282,,
YHIL,08,26,-21.71870716,119.43329644,-21.71719189,119.45168062,,
YHKT,14,32,-22.93602854,135.44378368,-22.94555892,135.45188131,,
YHLC,04,22,-18.24090513,127.6614028,-18.23129537,127.67105492,,
YHLC,08,26,-18.23555847,127.66312208,-18.23492282,127.67212331,,
YHLM,03,21,-33.27043552,116.81565651,-33.25883764,116.82269349,,
YHLN,10,28,-18.44260084,133.87457232,-18.44376226,133.87969552,,
YHLN,16,34,-18.43781797,133.87807695,-18.44599163,133.88057202,,
YHLS,06,24,-33.49606565,145.51697003,-33.4922964,145.53026967,,
YHLS,14,32,-33.49356243,145.52355524,-33.50143678,145.52875266,,
YHMB,11,29,-23.92451507,132.80298197,-23.92871903,132.81308798,,
YHML,10,28,-37.64596104,142.05928755,-37.65036725,142.07211055,,
YHML,17,35,-37.63863917,142.06190441,-37.65399802,142.06188071,,
YHMT,03,21,-26.72171447,135.07090323,-26.712795,135.07738546,,
YHOA,11,29,-12.09462688,135.36030838,-12.09867394,135.36907236,,
YHON,01,19,-31.75955146,140.66251805,-31.74768132,140.66754107,,
YHOO,10,28,-18.32698846,130.63970064,-18.33053631,130.65438469,,
YHOT,11,29,-37.0445428,147.32836234,-37.05180518,147.34205782,,
YHOY,03,21,-22.27737207,150.038197,-22.27087189,150.04209225,,
YHPE,12,30,-33.90766984,120.14467335,-33.91154781,120.15166392,,
YHPE,17,35,-33.9049061,120.14534302,-33.91225842,120.14708108,,
YHPN,01,19,-35.72059181,142.35798487,-35.71045119,142.36253604,,
YHPN,08,26,-35.71395195,142.35760869,-35.71392227,142.3629784,,
YHPV,10,28,-15.29118853,145.09901336,-15.2933767,145.10807805,,
YHRD,09,27,-28.99617565,144.44755769,-28.99631,144.45887899,,
YHRD,18,36,-28.98958649,144.45584133,-28.99856451,144.45161858,,
YHSL,11,29,-25.34203332,118.61645783,-25.34829115,118.63144345,,
YHSM,08,26,-36.66880124,142.17072254,-36.66880124,142.18551139,,
YHSM,17,35,-36.66985951,142.17198075,-36.67878471,142.17208162,,
YHTA,06,24,-32.14558964,135.09306485,-32.13845405,135.10865714,,
YHTA,10,28,-32.14090002,135.09265921,-32.14384262,135.1039417,,
YHTL,10,28,-11.73516048,142.57066251,-11.73873521,142.58424108,,
YHTN,16,34,-17.42599658,145.39583271,-17.43329005,145.39737827,,
YHTR,01,19,-40.52343109,144.74155112,-40.51847895,144.74269277,,
YHTR,09,27,-40.52245558,144.73995221,-40.52250168,144.74564479,,
YHTS,14,32,-22.98468345,134.91760423,-22.99385713,134.92533118,,
YHUG,12,30,-20.80828421,144.21868586,-20.81738151,144.23115618,,
YHVH,15,33,-20.69794259,146.64420176,-20.70902541,146.650427,,
YIDK,11,29,-26.96203921,133.31513417,-26.96789867,133.32713381,,
YIDR,09,27,-25.06149504,133.73406996,-25.06238824,133.74365606,,
YIDR,14,32,-25.05997069,133.73419232,-25.06547515,133.73922101,,
YIFF,13,31,-22.23248318,148.42874551,-22.23997465,148.4363723,,
YIFL,03,21,-17.56435372,146.00868527,-17.55442571,146.01593613,,
YIFL,14,32,-17.55423155,146.00708972,-17.56374977,146.01509849,,
YIFY,12,30,-18.8956283,141.20838175,-18.89925733,141.21359251,,
YIGM,05,23,-18.66826633,146.13904843,-18.66087999,146.15130988,,
YIGR,09,27,-29.62728257,134.78246432,-29.62856857,134.79241722,,
YIGR,14,32,-29.62360233,134.78471579,-29.63169355,134.79112671,,
YIKL,17,35,-22.74982746,136.16098814,-22.76636581,136.16238405,,
YIKM,10,28,-16.22881382,141.42887834,-16.22961665,141.43984527,,
YILA,01,19,-36.45978107,146.43141053,-36.45287341,146.43463832,,
YILF,05,23,-23.47536804,144.52999435,-23.4679445,144.53798367,,
YILW,06,24,-28.42112416,151.09068365,-28.41632518,151.10050324,,
YILW,08,26,-28.41786928,151.09102006,-28.41774149,151.09632113,,
YIMA,14,32,-25.13600541,132.56700831,-25.141328,132.57132248,,
YIMB,03,21,-33.09859112,136.46088259,-33.0877258,136.47178428,,
YIMB,15,33,-33.08354243,136.46077773,-33.09299325,136.46480444,,
YIMP,05,23,-25.15884535,133.57169487,-25.14945401,133.58618966,,
YIMT,10,28,-27.74158882,140.74531943,-27.74314119,140.75511534,,
YING,5,23,-25.00009431,148.32807718,-24.99384351,148.33811792,,
YINJ,14,32,-25.84649476,148.5461881,-25.8553779,148.55302558,,
YINN,02,20,-27.70251058,140.73605763,-27.69231534,140.74312488,,
YINO,09,27,-29.7733787,151.16030681,-29.77403274,151.17051516,,
YINV,07,25,-18.00763283,140.52682336,-18.00225182,140.54632467,,
YINV,14,32,-17.99918297,140.53078049,-18.00886972,140.53814794,,
YINW,13,31,-17.8368088,129.63877118,-17.84578649,129.6480891,,
YISD,12,30,-24.21312281,144.62100819,-24.21774819,144.62962089,,
YISD,6,24,-24.21924356,144.6202315,-24.2153551,144.62815514,,
YISF,14,32,-24.25406778,144.42067667,-24.26456148,144.42778545,,
YISV,10,28,-15.37847338,131.2669169,-15.38161499,131.27772785,,
YITT,14,32,-36.51044731,147.35647131,-36.51736326,147.36169501,,
YIVL,04,22,-29.89250696,151.13777672,-29.889299392700195,151.1439971923828,,
YIVL,16,34,-29.87859837,151.14345299,-29.8974032,151.14703977,,
YIVO,16,34,-32.88127322,144.31054707,-32.89240501,144.31208773,,
YIVO,9,27,-32.88177216,144.30630447,-32.88314569,144.31711831,,
YJAB,09,27,-12.65752499,132.88821025,-12.65855809,132.90106169,,
YJAC,14,32,-30.89479766,132.17752773,-30.90718309,132.18968253,,
YJAK,17,35,-27.63736725,142.40434855,-27.65481289,142.40614086,,
YJAM,02,20,-25.86807577,127.67804407,-25.85354175,127.68309326,,
YJBY,08,26,-35.1452508,150.68819178,-35.14636894,150.70422316,,
YJBY,15,33,-35.14173343,150.69492975,-35.15493416,150.69957295,,
YJCO,02,20,-42.37102002,147.33424422,-42.36570506,147.33788752,,
YJDA,01,19,-24.84310445,143.05933881,-24.83189155,143.06517092,,
YJER,01,19,-35.37762782,145.72072804,-35.36829904,145.72563627,,
YJEY,04,22,-29.41053627,121.26795578,-29.40481628,121.27468896,,
YJGP,12,30,-33.91348667,118.89759939,-33.92259837,118.91098585,,
YJIG,13,31,-23.35375543,120.7626784,-23.35997401,120.76862338,,
YJIG,14,32,-23.3434165,120.795624,-23.3528975,120.80258525,,
YJIG,6,24,-23.36587942,120.75863387,-23.3608464,120.76993907,,
YJIN,09,27,-36.42719246,148.59583882,-36.4295476,148.6038503,,
YJIN,12,30,-36.42651586,148.59600969,-36.43156526,148.60336281,,
YJLC,10,28,-20.66638829,141.71198438,-20.67012269,141.72483049,,
YJNB,02,20,-30.30828491,115.05319841,-30.29702173,115.05788224,,
YJNK,16,34,-22.9280588,135.73042236,-22.941366,135.734805,,
YJNY,7,25,-16.50991177,144.3873414,-16.50674391,144.39878856,,
YJRO,1,19,-23.58974299,146.13208752,-23.57903418,146.13415418,,
YJST,16,34,-33.18636499,138.61431244,-33.1975995,138.61737482,,
YJUK,15,33,-24.363599,128.7353975,-24.37801115,128.74449031,,
YJUN,08,26,-26.42297609,120.56749775,-26.42068291,120.58835264,,
YJVM,01,19,-22.64645442,136.26352969,-22.637653,136.265707,,
YJVS,14,32,-22.91029836,136.11798385,-22.91846208,136.12342604,,
YJWB,4,22,-15.73142342,144.26917339,-15.72400846,144.276257,,
YKAE,14,32,-30.35742092,117.11918605,-30.36398714,117.12535497,,
YKAJ,10,28,-20.02187708,140.01178613,-20.02657215,140.02769319,,
YKAJ,13,31,-20.02788468,140.02935342,-20.03356433,140.0351507,,
YKAL,10,28,-14.28675958,126.62966668,-14.2897797,126.6396727,,
YKAN,10,28,-30.89713432,124.85274173,-30.90041712,124.86451623,,
YKAN,17,35,-30.89382851,124.86107454,-30.90461068,124.86280251,,
YKAP,15,33,-34.24430185,138.91263933,-34.24955115,138.91546401,,
YKAR,12,30,-29.21443688,116.68077088,-29.22009874,116.69364682,,
YKAT,06,24,-33.66885038,150.31704073,-33.66698976,150.32717844,,
YKAT,10,28,-33.66650214,150.31891498,-33.66922338,150.32673056,,
YKAY,02,20,-30.6808829,142.53647669,-30.67222138,142.54045588,,
YKAY,12,30,-30.67299552,142.52807708,-30.68015417,142.53927444,,
YKBG,12,30,-30.83751638,119.52737773,-30.84262093,119.53704611,,
YKBL,16,34,-31.18296058,121.59522942,-31.19906875,121.60067514,,
YKBN,12,30,-28.08556318,152.84068224,-28.09196278,152.85050335,,
YKBR,18,36,-27.6849885,114.25926568,-27.69941328,114.25924294,,
YKBY,05,23,-32.84453818,134.29367775,-32.84018421,134.30032154,,
YKBY,13,31,-32.8325496,134.28720335,-32.84033447,134.2982989,,
YKCA,12,30,-24.25638568,131.48391987,-24.26480951,131.49530986,,
YKCK,09,27,-39.84782246,147.85240414,-39.85094548,147.86732484,,
YKCS,10,28,-24.4187481,131.81174601,-24.42347438,131.82735889,,
YKDI,05,23,-33.9722069,137.65409065,-33.96712984,137.6655348,,
YKDL,04,22,-32.03109756,134.85483885,-32.02460162,134.86225885,,
YKDL,17,35,-32.0204635,134.86141806,-32.03188567,134.86309616,,
YKDM,07,25,-16.11688773,130.94780203,-16.11393624,130.95765971,,
YKDN,17,35,-32.46171574,118.26991559,-32.47323167,118.26982982,,
YKEB,10,28,-31.61555745,117.71377372,-31.61798847,117.72352352,,
YKEN,09,27,-26.3358541,132.47093788,-26.33716331,132.48163002,,
YKEP,02,20,-30.89698816,150.52960699,-30.89004836,150.53248745,,
YKEP,09,27,-30.89292757,150.52784417,-30.89468283,150.53295561,,
YKEP,14,32,-30.8862477,150.52323412,-30.89730657,150.52956134,,
YKER,05,23,-35.75269767,143.93911788,-35.74947543,143.94567121,,
YKER,14,32,-35.74785924,143.93419134,-35.7560958,143.94027028,,
YKGA,04,22,-30.92046169,135.29971095,-30.91304037,135.30885851,,
YKGA,14,32,-30.91058611,135.30413279,-30.92226268,135.31365579,,
YKHA,14,32,-36.20754815,148.10528506,-36.21948552,148.1153332,,
YKIA,13,31,-17.24178421,136.17772695,-17.24829419,136.18384793,,
YKIC,8,26,-22.8123727,127.72601549,-22.80966188,127.74286568,,
YKID,03,21,-18.87235869,144.17126181,-18.86319977,144.17768979,,
YKIG,02,20,-36.82420866,139.86747333,-36.81614727,139.87274013,,
YKIG,10,28,-36.81614448,139.87358553,-36.8177388,139.88126401,,
YKII,10,28,-39.87343529,143.87049234,-39.87934995,143.88734945,,
YKII,17,35,-39.87279351,143.88478034,-39.88272522,143.88382996,,
